reply,class,source
.@AlwaysThinkHow @MsRock4Ever - Barney Fife would have tried to pull #MikeBrown through a window too. Shades of Ernest T. Bass #Ferguson,comment,"Question for #Ferguson police chief? If OFFICER DARREN WILSON was in pursuit of a robbery suspect, why tell kids to get out of the road? LIE"
Apparently they don't think people can think for themselves. How WRONG they are. Will live to regret it @jaggy123 @walteredwards2 @DanteB4u,comment,"Question for #Ferguson police chief? If OFFICER DARREN WILSON was in pursuit of a robbery suspect, why tell kids to get out of the road? LIE"
"@DanteB4u Another question, how would the police engage a suspect from INSIDE his vehicle? And, why not question 2nd suspect?",query,"Question for #Ferguson police chief? If OFFICER DARREN WILSON was in pursuit of a robbery suspect, why tell kids to get out of the road? LIE"
Thing is Killer cop knew nothing -was just being a ASSHOLE BULLY-started to leave backed up-killed kid  @orangeseahorse @ginou10 @max843,comment,"Question for #Ferguson police chief? If OFFICER DARREN WILSON was in pursuit of a robbery suspect, why tell kids to get out of the road? LIE"
AND that attitude will be their downfall too. Bet on it. @walteredwards2 @jaggy123 @DanteB4u,comment,"Question for #Ferguson police chief? If OFFICER DARREN WILSON was in pursuit of a robbery suspect, why tell kids to get out of the road? LIE"
@DanteB4u THIS IS MY FUCKING QUESTION!!!,comment,"Question for #Ferguson police chief? If OFFICER DARREN WILSON was in pursuit of a robbery suspect, why tell kids to get out of the road? LIE"
@DanteB4u @Maggyw519 @orangeseahorse @Alasscan_   He is innocent of any death penalty offense. Even if assault is involved.,comment,"Question for #Ferguson police chief? If OFFICER DARREN WILSON was in pursuit of a robbery suspect, why tell kids to get out of the road? LIE"
@Alasscan_ @DanteB4u Chief admits 'friend' did NOT confess to a crime! Cop did not stop Michael as a suspect!  LIES! http://t.co/B2xRBEfjNQ,comment,"Question for #Ferguson police chief? If OFFICER DARREN WILSON was in pursuit of a robbery suspect, why tell kids to get out of the road? LIE"
@coreybking @DanteB4u @CallsForJustice @nyblossom: Cop never mentions shooting. Dispatch never mentions robbery. http://t.co/jhZzCFUkmr,comment,"Question for #Ferguson police chief? If OFFICER DARREN WILSON was in pursuit of a robbery suspect, why tell kids to get out of the road? LIE"
@MsRock4Ever @DanteB4u @AlwaysThinkHow  and his bullet would have been harmlessly in his pocket. #Ferguson,comment,"Question for #Ferguson police chief? If OFFICER DARREN WILSON was in pursuit of a robbery suspect, why tell kids to get out of the road? LIE"
".@mmwlawtaos @KatEdmiston - #Ferguson PD tried to justify probable cause, even 1st &amp; 2d shot, everything after = premeditated murder.",comment,"Question for #Ferguson police chief? If OFFICER DARREN WILSON was in pursuit of a robbery suspect, why tell kids to get out of the road? LIE"
@bristola48 Makes me wonder since robbery report filled out day later. Also was cigarillo value raised? @orangeseahorse @DanteB4u @Alasscan_,query,"Question for #Ferguson police chief? If OFFICER DARREN WILSON was in pursuit of a robbery suspect, why tell kids to get out of the road? LIE"
@max843 @orangeseahorse @DanteB4u @Alasscan_ Dorian's lawyer said in CNN interview Dorian had admitted it as he give his witness statement,comment,"Question for #Ferguson police chief? If OFFICER DARREN WILSON was in pursuit of a robbery suspect, why tell kids to get out of the road? LIE"
"@orangeseahorse @Alasscan_ - Even if not innocent, no justification for violating rights, removing due process &amp; execution #Ferguson MURDER!",comment,"Question for #Ferguson police chief? If OFFICER DARREN WILSON was in pursuit of a robbery suspect, why tell kids to get out of the road? LIE"
"@DanteB4u I could not agree more, it just plain sounds preposterous. And why did he NOT get OUT of the car. It has to be a huge LIE.",support,"Question for #Ferguson police chief? If OFFICER DARREN WILSON was in pursuit of a robbery suspect, why tell kids to get out of the road? LIE"
"@coreybking @DanteB4u @CallsForJustice Corey, think we're gonna find out DWilson had no idea that MB had stolen Swishers. WAIT4 IT.",comment,"Question for #Ferguson police chief? If OFFICER DARREN WILSON was in pursuit of a robbery suspect, why tell kids to get out of the road? LIE"
"@DanteB4u @bucci2028 @Alasscan_ Police LIED 
'Ferguson police chief: Officer didn't stop Brown as robbery suspect'  http://t.co/B2xRBEfjNQ",support,"Question for #Ferguson police chief? If OFFICER DARREN WILSON was in pursuit of a robbery suspect, why tell kids to get out of the road? LIE"
"@orangeseahorse IF Brown committed strong arm robbery is one thing,but cop response is still another entirely. No riots. Justice  @DanteB4u",comment,"Question for #Ferguson police chief? If OFFICER DARREN WILSON was in pursuit of a robbery suspect, why tell kids to get out of the road? LIE"
@DanteB4u theve acted the same even over a bag of chips,comment,"Question for #Ferguson police chief? If OFFICER DARREN WILSON was in pursuit of a robbery suspect, why tell kids to get out of the road? LIE"
@AlwaysThinkHow @DanteB4u @MsRock4Ever Thank goodness the cops in #Ferguson aren't very bright. Makes it easier to sue their sorry asses!,comment,"Question for #Ferguson police chief? If OFFICER DARREN WILSON was in pursuit of a robbery suspect, why tell kids to get out of the road? LIE"
@max843 @DanteB4u @Alasscan_  Police lied! Chief now says Michaels's friend was NOT involved in any robbery. http://t.co/zIRh6saMex,comment,"Question for #Ferguson police chief? If OFFICER DARREN WILSON was in pursuit of a robbery suspect, why tell kids to get out of the road? LIE"
@MarkMC9 @DanteB4u shits not adding up. What convenient store was robbed? Who are the witnesses that called it in?,query,"Question for #Ferguson police chief? If OFFICER DARREN WILSON was in pursuit of a robbery suspect, why tell kids to get out of the road? LIE"
"@DanteB4u @DarkMission1 Why did it take 5 days for this ""info"" to come out? Looks like #Ferguson PD is looking for excuses for murder.",comment,"Question for #Ferguson police chief? If OFFICER DARREN WILSON was in pursuit of a robbery suspect, why tell kids to get out of the road? LIE"
@DanteB4u @orangeseahorse @Alasscan_ Robbers do not just stroll down the middle of the street after robbing a store. @CNN IDIOTS #Ferguson,comment,"Question for #Ferguson police chief? If OFFICER DARREN WILSON was in pursuit of a robbery suspect, why tell kids to get out of the road? LIE"
@orangeseahorse Sadly #DorianJohnson friend of #MichaelBrown was in store also &amp; has admitted to it @DanteB4u @Alasscan_,comment,"Question for #Ferguson police chief? If OFFICER DARREN WILSON was in pursuit of a robbery suspect, why tell kids to get out of the road? LIE"
"@DanteB4u get outta d f'in road! (moreover). I'm sorry, time to call for the arrest now, of Mr. Darren Wilson.",comment,"Question for #Ferguson police chief? If OFFICER DARREN WILSON was in pursuit of a robbery suspect, why tell kids to get out of the road? LIE"
@DanteB4u @Maggyw519 @orangeseahorse @Alasscan_   Where there is just enough justification that a person thinks they can get by with it.,comment,"Question for #Ferguson police chief? If OFFICER DARREN WILSON was in pursuit of a robbery suspect, why tell kids to get out of the road? LIE"
@DanteB4u @num1_fan that's what they took 4 days to concort ?...those 2 situations don't seem related at all,support,"Question for #Ferguson police chief? If OFFICER DARREN WILSON was in pursuit of a robbery suspect, why tell kids to get out of the road? LIE"
@DanteB4u @Alasscan_ Racist LIE to make it seem like innocent black child was a criminal. It will not work!! Police LIE may start more riots,comment,"Question for #Ferguson police chief? If OFFICER DARREN WILSON was in pursuit of a robbery suspect, why tell kids to get out of the road? LIE"
"@DanteB4u @orangeseahorse @Alasscan_ Michael never received emergency medical treatment, they left him in the street &amp; labeled the event",comment,"Question for #Ferguson police chief? If OFFICER DARREN WILSON was in pursuit of a robbery suspect, why tell kids to get out of the road? LIE"
"@orangeseahorse Heard that friend was not going to be ""charged"" in any robbery since video shows it was other person @DanteB4u @Alasscan_",comment,"Question for #Ferguson police chief? If OFFICER DARREN WILSON was in pursuit of a robbery suspect, why tell kids to get out of the road? LIE"
@DanteB4u @AlwaysThinkHow @MsRock4Ever That makes no sense at all.,comment,"Question for #Ferguson police chief? If OFFICER DARREN WILSON was in pursuit of a robbery suspect, why tell kids to get out of the road? LIE"
"Agreed-also,if #MikeBrown was suspect,why not just question him? Why tell him &amp; friend get off road,not stop them? @danteb4u #bsDetector",support,"Question for #Ferguson police chief? If OFFICER DARREN WILSON was in pursuit of a robbery suspect, why tell kids to get out of the road? LIE"
"@Alasscan_ @DanteB4u Alasscan it's a lie. Pics are fake. No robbery was reported! If true, police would have said it last week to stop riots",support,"Question for #Ferguson police chief? If OFFICER DARREN WILSON was in pursuit of a robbery suspect, why tell kids to get out of the road? LIE"
@DanteB4u @orangeseahorse @Alasscan_ The let him die so he could not talk. Police station learned of shooting from the news not Wilson,comment,"Question for #Ferguson police chief? If OFFICER DARREN WILSON was in pursuit of a robbery suspect, why tell kids to get out of the road? LIE"
".@mmwlawtaos @KatEdmiston - #Ferguson PD new story is trying to establish: probable cause, justify 1st &amp; 2d shot, but can't justify extras.",comment,"Question for #Ferguson police chief? If OFFICER DARREN WILSON was in pursuit of a robbery suspect, why tell kids to get out of the road? LIE"
".@coreybking @nyblossom @CallsForJustice - No narrative will justify actions after the 2d shot, #MikeBrown surrendered, cop kept firing @CNN",comment,"Question for #Ferguson police chief? If OFFICER DARREN WILSON was in pursuit of a robbery suspect, why tell kids to get out of the road? LIE"
@DorothyKidd1 Absolutely!  @DanteB4u @Maggyw519 @orangeseahorse,query,"Question for #Ferguson police chief? If OFFICER DARREN WILSON was in pursuit of a robbery suspect, why tell kids to get out of the road? LIE"
TYPICAL OF COWARDS AND BULLIES @AlwaysThinkHow @DanteB4u,support,"Question for #Ferguson police chief? If OFFICER DARREN WILSON was in pursuit of a robbery suspect, why tell kids to get out of the road? LIE"
@DanteB4u @orangeseahorse @Alasscan_ a riot not a robbery suspect apprehended.,comment,"Question for #Ferguson police chief? If OFFICER DARREN WILSON was in pursuit of a robbery suspect, why tell kids to get out of the road? LIE"
More like @MsRock4Ever @DanteB4u why was #DarrenWilson trying to pull #MikeBrown into police car thru the window?,comment,"Question for #Ferguson police chief? If OFFICER DARREN WILSON was in pursuit of a robbery suspect, why tell kids to get out of the road? LIE"
"@DanteB4u You're right! Police said fight started after cop told Michael to get out of street, walk on sidewalk! He was never a suspect!",support,"Question for #Ferguson police chief? If OFFICER DARREN WILSON was in pursuit of a robbery suspect, why tell kids to get out of the road? LIE"
"@DanteB4u You were correct yesterday! 
Ferguson police chief: Officer didn't stop Brown as robbery suspect
http://t.co/B2xRBEfjNQ",query,"Question for #Ferguson police chief? If OFFICER DARREN WILSON was in pursuit of a robbery suspect, why tell kids to get out of the road? LIE"
@orangeseahorse Now another store video out that some say shows #MichaelBrown DID pay 4 cigarillos - confusing http://t.co/HLCjKbafCC,comment,"Question for #Ferguson police chief? If OFFICER DARREN WILSON was in pursuit of a robbery suspect, why tell kids to get out of the road? LIE"
@walteredwards2 @MsRock4Ever @DanteB4u To think after all this time a lame-assed story about stolen cigars is going to fly is beyond stupid!,comment,"Question for #Ferguson police chief? If OFFICER DARREN WILSON was in pursuit of a robbery suspect, why tell kids to get out of the road? LIE"
"@DanteB4u IMO no shot should've happened. Call was unarmed suspect, cop had full description, easy to find where he lived @orangeseahorse",comment,"Question for #Ferguson police chief? If OFFICER DARREN WILSON was in pursuit of a robbery suspect, why tell kids to get out of the road? LIE"
"@orangeseahorse 1st interview #politicsnation #DorianJohnson mentions cigarillos &amp; told lawyer. Video shows he gave back, not Mike #Ferguson",comment,"Question for #Ferguson police chief? If OFFICER DARREN WILSON was in pursuit of a robbery suspect, why tell kids to get out of the road? LIE"
"@DorothyKidd1 @Maggyw519 @orangeseahorse @Alasscan_  - #Ferguson cop administered ""Street Justice."" Execution for alleged robbery, No go!",comment,"Question for #Ferguson police chief? If OFFICER DARREN WILSON was in pursuit of a robbery suspect, why tell kids to get out of the road? LIE"
".@JamesEFaubel @DarkMission1 -#Ferguson PD trying to make case for probable cause, initial 1st &amp; 2d shot, but can't for execution w/Hands Up",comment,"Question for #Ferguson police chief? If OFFICER DARREN WILSON was in pursuit of a robbery suspect, why tell kids to get out of the road? LIE"
"Agree @DanteB4u those Cops in #Ferguson are filled with #FEAR so they hide behind military equipment, outrageous tactics @MsRock4Ever",comment,"Question for #Ferguson police chief? If OFFICER DARREN WILSON was in pursuit of a robbery suspect, why tell kids to get out of the road? LIE"
A good question. I still think the cop was on drugs and hallucinating. @AlwaysThinkHow @DanteB4u,comment,"Question for #Ferguson police chief? If OFFICER DARREN WILSON was in pursuit of a robbery suspect, why tell kids to get out of the road? LIE"
"@coreybking @DanteB4u @CallsForJustice @FergusonPolice time to arrest D Wilson, guys.  Sorry, but shooting ppl u think are thieves isn't OK.",comment,"Question for #Ferguson police chief? If OFFICER DARREN WILSON was in pursuit of a robbery suspect, why tell kids to get out of the road? LIE"
.@mmwlawtaos @KatEdmiston - Spin still doesn't justify the murder versus the arrest. Why did the #Ferguson officer not call for backup?,support,"Question for #Ferguson police chief? If OFFICER DARREN WILSON was in pursuit of a robbery suspect, why tell kids to get out of the road? LIE"
"@DanteB4u @MarkMC9 are they calling Mike Brown a suspect? If so, why didn't he stop them and check them?",query,"Question for #Ferguson police chief? If OFFICER DARREN WILSON was in pursuit of a robbery suspect, why tell kids to get out of the road? LIE"
@DanteB4u @Maggyw519 @orangeseahorse @Alasscan_  The problem is that some police and others believe in a concept of a Free Kill.,comment,"Question for #Ferguson police chief? If OFFICER DARREN WILSON was in pursuit of a robbery suspect, why tell kids to get out of the road? LIE"
"@orangeseahorse There are pics of ""strong arm robbery"" clothing description/size of assailant similar BUT cop deadly force? No! @DanteB4u",comment,"Question for #Ferguson police chief? If OFFICER DARREN WILSON was in pursuit of a robbery suspect, why tell kids to get out of the road? LIE"
.@bucci2028 @orangeseahorse @Alasscan_  - Wilson knew he intentionally killed an alleged suspect trying to surrender to him &amp; people saw it.,comment,"Question for #Ferguson police chief? If OFFICER DARREN WILSON was in pursuit of a robbery suspect, why tell kids to get out of the road? LIE"
"@jaggy123 @MsRock4Ever @AlwaysThinkHow @DanteB4u It's not about smarts, it's that they never had to justify their actions  ""Rubber Stamped""",comment,"Question for #Ferguson police chief? If OFFICER DARREN WILSON was in pursuit of a robbery suspect, why tell kids to get out of the road? LIE"
"@max843 @DanteB4u @Alasscan_  This shows Michael paid for cigarillos. No robbery, no crime! Pls RT 
http://t.co/ZwYEcGvXya",comment,"Question for #Ferguson police chief? If OFFICER DARREN WILSON was in pursuit of a robbery suspect, why tell kids to get out of the road? LIE"
@DanteB4u | We need to see/review the statement by officer Wilson on what happened.,comment,"Question for #Ferguson police chief? If OFFICER DARREN WILSON was in pursuit of a robbery suspect, why tell kids to get out of the road? LIE"
@Alasscan_ @DanteB4u It's a LIE. Police originally said confrontation started b/c cop told Michael to get out of street &amp; walk on sidewalk.,comment,"Question for #Ferguson police chief? If OFFICER DARREN WILSON was in pursuit of a robbery suspect, why tell kids to get out of the road? LIE"
".@MsRock4Ever @AlwaysThinkHow - The Barney Fife fear is real in #Ferguson, total excessive force is common practice. This was a murder!",comment,"Question for #Ferguson police chief? If OFFICER DARREN WILSON was in pursuit of a robbery suspect, why tell kids to get out of the road? LIE"
@iloanya1 @DanteB4u @num1_fan They had 2 splice some tapes together.,comment,"Question for #Ferguson police chief? If OFFICER DARREN WILSON was in pursuit of a robbery suspect, why tell kids to get out of the road? LIE"
"@Alasscan_ @DanteB4u All a damn LIE. Plant the image of a violent black man &amp; say he was a suspect. DID NOT WORK!
http://t.co/B2xRBEfjNQ",comment,"Question for #Ferguson police chief? If OFFICER DARREN WILSON was in pursuit of a robbery suspect, why tell kids to get out of the road? LIE"
"@DanteB4u @CallsForJustice Never mentioned ""robbery"" in his confrontation with them...where is the corresponding dispatch call?",comment,"Question for #Ferguson police chief? If OFFICER DARREN WILSON was in pursuit of a robbery suspect, why tell kids to get out of the road? LIE"
"@DanteB4u @KatEdmiston There's no spin, cops blew it from day one by not releasing shooter's name! Trying to control the narrative w/lies👎🚫.",comment,"Question for #Ferguson police chief? If OFFICER DARREN WILSON was in pursuit of a robbery suspect, why tell kids to get out of the road? LIE"
@DanteB4u Besides a person who committed a robbery wouldn't call attention to himself by walking in the middle of the street. It's a lie.,comment,"Question for #Ferguson police chief? If OFFICER DARREN WILSON was in pursuit of a robbery suspect, why tell kids to get out of the road? LIE"
@DanteB4u @KatEdmiston The cops can't spin this unlawful shooting try as they may. Police Dept. credibility ruined with Ferguson community.,comment,"Question for #Ferguson police chief? If OFFICER DARREN WILSON was in pursuit of a robbery suspect, why tell kids to get out of the road? LIE"
@napps126 @DanteB4u I'm all types of confused.,comment,"Question for #Ferguson police chief? If OFFICER DARREN WILSON was in pursuit of a robbery suspect, why tell kids to get out of the road? LIE"
@asoldiersvoice @DanteB4u @num1_fan how convenient for this police chief....he needs to just go,comment,"Question for #Ferguson police chief? If OFFICER DARREN WILSON was in pursuit of a robbery suspect, why tell kids to get out of the road? LIE"
"@DanteB4u @Maggyw519 @orangeseahorse @Alasscan_  It doesn't matter if you are police, gang, or neighborhood watch. Life means more.",comment,"Question for #Ferguson police chief? If OFFICER DARREN WILSON was in pursuit of a robbery suspect, why tell kids to get out of the road? LIE"
@mmwlawtaos @DanteB4u @KatEdmiston There is a very fishy fishing expedition going on in #Ferguson looking for excuses for murder.,comment,"Question for #Ferguson police chief? If OFFICER DARREN WILSON was in pursuit of a robbery suspect, why tell kids to get out of the road? LIE"
@max843 @orangeseahorse @DanteB4u @Alasscan_ Dorian admitted from day 1.Now rumor has it that store never called 911 who called? 911 tape?,comment,"Question for #Ferguson police chief? If OFFICER DARREN WILSON was in pursuit of a robbery suspect, why tell kids to get out of the road? LIE"
"@jaggy123 @MsRock4Ever @DanteB4u Affluent people and those in authority take it as an affront to be questioned, especially by lesser people",comment,"Question for #Ferguson police chief? If OFFICER DARREN WILSON was in pursuit of a robbery suspect, why tell kids to get out of the road? LIE"
"Agreed, Dante! @DanteB4u @AlwaysThinkHow",comment,"Question for #Ferguson police chief? If OFFICER DARREN WILSON was in pursuit of a robbery suspect, why tell kids to get out of the road? LIE"
And at least Barney Fife would have been HONEST from the first hour. @DanteB4u @AlwaysThinkHow,comment,"Question for #Ferguson police chief? If OFFICER DARREN WILSON was in pursuit of a robbery suspect, why tell kids to get out of the road? LIE"
".@orangeseahorse @Alasscan_ - Even if robbery took place &amp; stop legal, actions after 1st &amp; 2d shot &amp; after #MikeBrown put #HandsUp = MURDER",comment,"Question for #Ferguson police chief? If OFFICER DARREN WILSON was in pursuit of a robbery suspect, why tell kids to get out of the road? LIE"
@DanteB4u @Maggyw519 @orangeseahorse @Alasscan_  I say no more #streetjustice/freekill. No matter who does it.,comment,"Question for #Ferguson police chief? If OFFICER DARREN WILSON was in pursuit of a robbery suspect, why tell kids to get out of the road? LIE"
"@kristacole17 @DanteB4u @CallsForJustice Of course not...they have this fake police report, but no dispatch call detailing alleged robbery!",comment,"Question for #Ferguson police chief? If OFFICER DARREN WILSON was in pursuit of a robbery suspect, why tell kids to get out of the road? LIE"
@MsRock4Ever @walteredwards2 @DanteB4u Yes!,comment,"Question for #Ferguson police chief? If OFFICER DARREN WILSON was in pursuit of a robbery suspect, why tell kids to get out of the road? LIE"
@DanteB4u @nyblossom @CallsForJustice @CNN and that's cold blooded murder!,comment,"Question for #Ferguson police chief? If OFFICER DARREN WILSON was in pursuit of a robbery suspect, why tell kids to get out of the road? LIE"
YES!! @Honeydohaulin @DanteB4u @AlwaysThinkHow,comment,"Question for #Ferguson police chief? If OFFICER DARREN WILSON was in pursuit of a robbery suspect, why tell kids to get out of the road? LIE"
@orangeseahorse Don't understand your argument - we're both on same side. Was repeating what Dorian said. Also Chief walked stmt back later,comment,"Question for #Ferguson police chief? If OFFICER DARREN WILSON was in pursuit of a robbery suspect, why tell kids to get out of the road? LIE"
@nyblossom @DanteB4u @CallsForJustice But they have had six days to come up with a narrative though!,comment,"Question for #Ferguson police chief? If OFFICER DARREN WILSON was in pursuit of a robbery suspect, why tell kids to get out of the road? LIE"
@DanteB4u @orangeseahorse @Alasscan_ I know : (  but sicker part is we don't know if Michael was dead or the let him die so he couldn't talk,comment,"Question for #Ferguson police chief? If OFFICER DARREN WILSON was in pursuit of a robbery suspect, why tell kids to get out of the road? LIE"
"@Alasscan_ @DanteB4u Fri: Police LIED saying ""friend' confessed to robbery. NOW Chief says, he did NOT commit crime http://t.co/B2xRBEfjNQ",comment,"Question for #Ferguson police chief? If OFFICER DARREN WILSON was in pursuit of a robbery suspect, why tell kids to get out of the road? LIE"
"@max843 @DanteB4u @Alasscan_ Who is 'other person?' 1st police LIE saying friend confessed. Under pressure, they now say he was not involved",comment,"Question for #Ferguson police chief? If OFFICER DARREN WILSON was in pursuit of a robbery suspect, why tell kids to get out of the road? LIE"
@DanteB4u @KatEdmiston Probable cause for what? The alleged robbery that cop wasn't aware of (so it appears) or alleged assault of cop?,comment,"Question for #Ferguson police chief? If OFFICER DARREN WILSON was in pursuit of a robbery suspect, why tell kids to get out of the road? LIE"
@DanteB4u @orangeseahorse @Alasscan_ Someone needs to explain how the cop shot #MichaelBrown &amp; then NEVER called an ambulance?,comment,"Question for #Ferguson police chief? If OFFICER DARREN WILSON was in pursuit of a robbery suspect, why tell kids to get out of the road? LIE"
"@max843 Max are you listening to what the Chief of Police said or do you just want to believe lies? Listen carefully
http://t.co/zIRh6saMex",query,"Question for #Ferguson police chief? If OFFICER DARREN WILSON was in pursuit of a robbery suspect, why tell kids to get out of the road? LIE"
"@DanteB4u Sov. Citizen in Dallas this week PLANNED TO KILL COPS and was brought in alive, how come a Shoplifter is denied same courtesy?",comment,"Question for #Ferguson police chief? If OFFICER DARREN WILSON was in pursuit of a robbery suspect, why tell kids to get out of the road? LIE"
@PolitiBunny @BBCWorld he is mad about chocolate.,comment,Ongoing hostage situation in Sydney café. #sydneysiege Major landmarks like the Sydney Opera House evacuated  http://t.co/fmvq54QmTO
@BBCWorld sensational. How would the CEO of Lindt now how many people were in the store- when even the police haven't confirmed how many,query,Ongoing hostage situation in Sydney café. #sydneysiege Major landmarks like the Sydney Opera House evacuated  http://t.co/fmvq54QmTO
"Special Prayers for #Sydney tonight ""@bbcworld: Ongoing hostage situation in Sydney café. #sydneysiege http://t.co/Z4hz7svcXQ”",support,Ongoing hostage situation in Sydney café. #sydneysiege Major landmarks like the Sydney Opera House evacuated  http://t.co/fmvq54QmTO
@BBCWorld Ongoing hostage situation in Sydney café. #sydneysiege Major landmarks like the Sydney Opera House evcuated http://t.co/dFkdaFAj5O,comment,Ongoing hostage situation in Sydney café. #sydneysiege Major landmarks like the Sydney Opera House evacuated  http://t.co/fmvq54QmTO
"@BBCWorld terrorism is a virus, the roots are getting deeper, as a virus do by dwelling deep inside our systems. terrorism is same..",comment,Ongoing hostage situation in Sydney café. #sydneysiege Major landmarks like the Sydney Opera House evacuated  http://t.co/fmvq54QmTO
"@BBCWorld praying for a peaceful, safe ending to this crisis. #sydneysiege",comment,Ongoing hostage situation in Sydney café. #sydneysiege Major landmarks like the Sydney Opera House evacuated  http://t.co/fmvq54QmTO
@PolitiBunny @BBCWorld Yeah his Grande mocha double shot latte tasted like pork so he is mad about his coffee!,comment,Ongoing hostage situation in Sydney café. #sydneysiege Major landmarks like the Sydney Opera House evacuated  http://t.co/fmvq54QmTO
@dave_usmc @diogenes323bc @PolitiBunny @BBCWorld probably jehovah's witnesses irritated with too many slammed doors. No offense to JW's. lol,comment,Ongoing hostage situation in Sydney café. #sydneysiege Major landmarks like the Sydney Opera House evacuated  http://t.co/fmvq54QmTO
"@PolitiBunny the media had no trouble jumping to conclusions re Ferguson, etc @BBCWorld",comment,Ongoing hostage situation in Sydney café. #sydneysiege Major landmarks like the Sydney Opera House evacuated  http://t.co/fmvq54QmTO
@PolitiBunny @BBCWorld Dont call the police! Call Al Sharpton!,comment,Ongoing hostage situation in Sydney café. #sydneysiege Major landmarks like the Sydney Opera House evacuated  http://t.co/fmvq54QmTO
Did your host really say we shouldn't jump to conclusions? You think the guy with a gun is pissed off about coffee? C'mon @BBCWorld,query,Ongoing hostage situation in Sydney café. #sydneysiege Major landmarks like the Sydney Opera House evacuated  http://t.co/fmvq54QmTO
@BBCWorld @cnnbrk so there is a hostage situation in Sydney? Why won't @cnnbrk report it?,query,Ongoing hostage situation in Sydney café. #sydneysiege Major landmarks like the Sydney Opera House evacuated  http://t.co/fmvq54QmTO
@BBCWorld why exactly did you give misinformation regarding how many hostages there was in the store -bbc? To make the story more,query,Ongoing hostage situation in Sydney café. #sydneysiege Major landmarks like the Sydney Opera House evacuated  http://t.co/fmvq54QmTO
Those damn Methodists. @diogenes323bc @PolitiBunny @BBCWorld,comment,Ongoing hostage situation in Sydney café. #sydneysiege Major landmarks like the Sydney Opera House evacuated  http://t.co/fmvq54QmTO
@BBCWorld i have heard there are credible threats at major public places in the uk over Christmas..... is this true @BBCWorld?,query,Ongoing hostage situation in Sydney café. #sydneysiege Major landmarks like the Sydney Opera House evacuated  http://t.co/fmvq54QmTO
@BBCWorld What are the demands? Any contacts with #Australian #ISIS terrorists? Any casualties? Standing by Australia &amp; praying this ends,query,Ongoing hostage situation in Sydney café. #sydneysiege Major landmarks like the Sydney Opera House evacuated  http://t.co/fmvq54QmTO
@GraniteXchange @BBCWorld be scared! TERRRRRORRRRRRRRRRRR!!!!,comment,Ongoing hostage situation in Sydney café. #sydneysiege Major landmarks like the Sydney Opera House evacuated  http://t.co/fmvq54QmTO
@BBCWorld Why are other big buildings being evacuated? Police have more info or knee-jerk reaction?,query,Ongoing hostage situation in Sydney café. #sydneysiege Major landmarks like the Sydney Opera House evacuated  http://t.co/fmvq54QmTO
@aphex2k @BBCWorld Has been reported that hostage takers have stated they have devices planted around the CBD. Precaution,comment,Ongoing hostage situation in Sydney café. #sydneysiege Major landmarks like the Sydney Opera House evacuated  http://t.co/fmvq54QmTO
"@Shasur4Bharat leftists would soon call the attackers ""secular"" @BBCWorld",comment,Ongoing hostage situation in Sydney café. #sydneysiege Major landmarks like the Sydney Opera House evacuated  http://t.co/fmvq54QmTO
@PolitiBunny Good thing Australia outlawed guns because... Oh wait. @BBCWorld,comment,Ongoing hostage situation in Sydney café. #sydneysiege Major landmarks like the Sydney Opera House evacuated  http://t.co/fmvq54QmTO
@BBCWorld still not clear what's happening,comment,Ongoing hostage situation in Sydney café. #sydneysiege Major landmarks like the Sydney Opera House evacuated  http://t.co/fmvq54QmTO
"@BBCWorld 
Kindly call your Army and Navy seals ... 
these are deadly ISLAMIC terrorists who BLOW themselves ..",comment,Ongoing hostage situation in Sydney café. #sydneysiege Major landmarks like the Sydney Opera House evacuated  http://t.co/fmvq54QmTO
@BBCWorld hostages their is?,query,Ongoing hostage situation in Sydney café. #sydneysiege Major landmarks like the Sydney Opera House evacuated  http://t.co/fmvq54QmTO
Situation should be dealt with cleverly &amp; strongly. No mercy for the hostage takers @BBCWorld,comment,Ongoing hostage situation in Sydney café. #sydneysiege Major landmarks like the Sydney Opera House evacuated  http://t.co/fmvq54QmTO
@PolitiBunny @BBCWorld Right. Maybe they're a bunch of Christians in there with the flag with Arabic writing on it. You never know.,comment,Ongoing hostage situation in Sydney café. #sydneysiege Major landmarks like the Sydney Opera House evacuated  http://t.co/fmvq54QmTO
@PolitiBunny @BBCWorld See this what happens when overpriced coffee orders are done wrong. Someone get the guy caffeine STAT!,comment,Ongoing hostage situation in Sydney café. #sydneysiege Major landmarks like the Sydney Opera House evacuated  http://t.co/fmvq54QmTO
@PolitiBunny @BBCWorld beans not picked by Juan Valdez,comment,Ongoing hostage situation in Sydney café. #sydneysiege Major landmarks like the Sydney Opera House evacuated  http://t.co/fmvq54QmTO
@dailytelegraph here's to all the hostages getting safe passage on this day! @ChangeTip #SydneySeige,support,#BREAKING Reports two customers and an employee have escaped the #SydneySiege http://t.co/fSLeobzxHh
@dailytelegraph You're reporting a report? What's your source?,query,#BREAKING Reports two customers and an employee have escaped the #SydneySiege http://t.co/fSLeobzxHh
“@dailytelegraph: #BREAKING Reports two customers and an employee have escaped the #SydneySiege http://t.co/tk39jmFHSL #2GB @2GB873,support,#BREAKING Reports two customers and an employee have escaped the #SydneySiege http://t.co/fSLeobzxHh
